,Text,Class
4758,bill gate access ownership,fake
1501,england covid hospital death toll rise lowest rise week twitter vvbo,true
4968,police commissioner mumbai asked essential service available certain hour,fake
6384,opening ceremony london olympics announced coronavirus coming,fake
7448,drinking pigeon membrane slurry cure covid,fake
7065,image carrying mother back show migrant travelling home india amidst lockdown,fake
2918,coronavirus ongoing return worker sharp rise covid graph kashmir case fatality recorded past hour,true
4647,passenger ethiopian airline flight italy infected coronavirus,fake
4522,advisable leave outside shoe used street prevent coronavirus,fake
3361,leading charity urge seek green recovery covid,true
7227,asking help donald trump serious human right violation italy management covid pandemic,fake
3358,coronavirus world country covid case death,true
6824,truck shown video carrying dead body covid victim,fake
304,covid fast spreading disease jumped animal human china infected people caused nearly death nation coronavirus,true
5662,message claim need sterilize product hair dryer,fake
2201,wisconsin chief justice spark backlash saying covid outbreak among meatpacking worker regular folk,true
2768,person arrived manipur recently special train chennai tested positive coronavirus covid manipur covid,true
5493,modi announced extension india lockdown,fake
4034,coronavirus hoax,fake
1573,chief minister pinarayi vijayan said government temporarily setting aside part salary state employee help tide covid induced financial crisis covid kerala,true
611,eleven people including covid patient newly married couple booked maharashtra allegedly flouting quarantine norm holding marriage function coronavirusindia,true
588,urged help briton stranded abroad covid pandemic,true
6089,oxford university praised indian prime minister narendra modi handled covid pandemic,fake
6692,clause dutch primary school allowed vaccinate child without parent consent,fake
7309,shot contaminated coronaviruses,fake
3420,karnataka reported seven fatality covid june andhra pradesh recorded death case coronavirus kerala tamilnadu andhrapradesh telangana,true
2544,centre extended lockdown till stem spread covid issued fresh guideline allow resumption economic activity covid lockdown,true
1072,covid hegemony survival watch worldtoday geeta mohan itlivestream,true
2754,sudden calamity hand precaution covid last thing cyclone victim mind cycloneamphan iindrojit,true
2434,covid positive case bihar taking total number state case reported khagaria vaishali supaul kishanganj district report amarnathtewary covid bihar,true
997,uber used covid emergency karnataka government twitter,true
3830,china seeking court approval kill people positive coronavirus,fake
3704,failed investigate potential covid cluster among cleaner,true
524,opinion known diarrhea vomiting covid symptom would self isolated writes abigail tarttelin outside others first week illness virus contagious,true
5224,amid covid pandemic government ordered house locked april,fake
4370,coronavirus found crab,fake
6246,coronavirus caused goal implant entire population microchip,fake
3595,coronavirus council fear bankruptcy amid covid cost,true
985,union government tuesday dropped hint actively considering extending covid lockdown mail today rahulshrivstv,true
6581,cuban scientist discovered eucalyptus help prevent treat coronavirus,fake
7186,people city mumbai raising pakistan zindabad slogan front political party member azmi,fake
3819,contaminate human,fake
1651,plasma therapy india weapon beat covid newstoday sardesairajdeep itlivestream,true
6886,since reopening state georgia seen covid rate skyrocket,fake
705,finland enlists social influencers fight covid,true
3044,little data recommendation covid bame report minister,true
2140,data click link track total number confirmed covid case related death testing rate across state,true
1637,military plan roll covid testing would prioritize nuclear force troop deployed combat zone,true
5629,video woman identifies isabel bellostas escudero alleged doctor pediatric researcher recommends consumption vitamin prevent coronavirus,fake
2435,opinion join nickkristof discussion column america true covid toll already exceeds,true
6342,nobel prize laureate claim coronavirus created laboratory genome contained sequence,fake
7574,picture would show vicenza football team supporter partying street team promotion covid emergency italy,fake
2712,covid positive woman give birth twin madhya pradesh twitter fqmizulbhp,true
6653,video young gujarat claiming found medicine cure covid,fake
589,back poor country fighting covid trillion face disaster told,true
6962,tamil nadu india leader beat lady doctor covid duty,fake
6681,picture show woman holding protest sign incoherent calculus possibly signal barack obama behind coronavirus crisis,fake
6842,trillion federal coronavirus stimulus package borrowed basically china,fake
6934,mainstream medium pretended deadly surge covid case thanks wisconsinite voting,fake
217,indian stranded italy reach kochi coronavirusupdates coronaviruspandemic coronavirusindia covid india covid twitter akutkg,true
2165,major bone contention mortality rate covid case imct said highest country cent coronavirus manogyaloiwal,true
